Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,product_name,category,description
20,2010-01-10,1933719.21,0,61.08,2.707,204.8850973,7.484,2010,1,1,Orange Juice,Beverages,"100% pure orange juice, no pulp"
16,2010-01-10,463977.54,0,59.39,2.759,190.6738241,6.986,2010,1,1,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
11,2010-01-10,1182490.46,0,75.11,2.603,214.9846548,7.564,2010,1,1,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
35,2010-01-10,771065.21,0,70.19,2.707,136.6297571,8.763,2010,1,1,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
21,2010-01-10,677158.39,0,70.28,2.603,211.3298742,8.163,2010,1,1,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
32,2010-01-10,1061089.56,0,66.14,2.759,190.6738241,9.137,2010,1,1,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
4,2010-01-10,1842821.02,0,63.96,2.619,126.2346,7.127,2010,1,1,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
25,2010-01-10,658640.14,0,57.56,2.707,204.8850973,7.484,2010,1,1,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
5,2010-01-10,283178.12,0,71.1,2.603,212.2269463,6.768,2010,1,1,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
27,2010-01-10,1543532.83,0,70.19,2.84,136.6297571,8.021,2010,1,1,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
41,2010-01-10,1109216.35,0,62.67,2.759,190.6738241,7.508,2010,1,1,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
23,2010-01-10,1129909.44,0,62.07,2.717,132.7568,5.287,2010,1,1,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
6,2010-01-10,1328468.89,0,70.69,2.603,213.1907129,7.007,2010,1,1,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
1,2010-01-10,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,1,1,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
44,2010-01-10,300152.45,0,68.74,2.853,126.2346,7.61,2010,1,1,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
39,2010-01-10,1219583.91,0,72.74,2.603,210.4404433,8.476,2010,1,1,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
31,2010-01-10,1213981.64,0,70.28,2.603,211.3298742,8.163,2010,1,1,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
28,2010-01-10,1203080.41,0,85.2,3.001,126.2346,14.313,2010,1,1,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
42,2010-01-10,481523.93,0,86.01,3.001,126.2346,9.003,2010,1,1,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
12,2010-01-10,850936.26,0,85.2,3.001,126.2346,14.313,2010,1,1,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
19,2010-01-10,1379456.3,0,59.91,2.84,132.7568,8.067,2010,1,1,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
10,2010-01-10,1645892.97,0,86.01,3.001,126.2346,9.003,2010,1,1,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
34,2010-02-04,979428.66,0,50.07,2.74,126.6034839,9.593,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
5,2010-02-04,331406.0,0,63.18,2.719,211.372888,6.465,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
28,2010-02-04,1441559.4,0,59.84,3.086,126.6034839,14.099,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
44,2010-02-04,286197.5,0,42.15,2.842,126.6034839,7.972,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
14,2010-02-04,2495630.51,0,47.74,2.85,181.8657537,8.899,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
20,2010-02-04,2405395.22,0,51.0,2.85,204.0252842,7.856,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
10,2010-02-04,2138651.97,0,63.66,3.086,126.6034839,9.524,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
43,2010-02-04,650102.8,0,62.19,2.719,202.83803,9.593,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
6,2010-02-04,1770333.9,0,64.94,2.719,212.3322805,7.092,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
18,2010-02-04,1254107.84,0,45.63,2.826,131.9019677,9.269,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
32,2010-02-04,1131732.94,0,48.28,2.725,189.7048215,8.963,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
11,2010-02-04,1446210.26,0,66.16,2.719,214.1180803,7.343,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
4,2010-02-04,1979247.12,0,48.77,2.74,126.6034839,7.896,2010,2,5,Orange Juice,Beverages,"100% pure orange juice, no pulp"
8,2010-02-04,914500.91,0,60.18,2.719,214.164218,6.29,2010,2,5,Orange Juice,Beverages,"100% pure orange juice, no pulp"
42,2010-02-04,505907.41,0,63.66,3.086,126.6034839,9.524,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
12,2010-02-04,1011822.3,0,59.84,3.086,126.6034839,14.099,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
29,2010-02-04,599629.25,0,44.96,2.826,131.9019677,10.16,2010,2,5,Orange Juice,Beverages,"100% pure orange juice, no pulp"
31,2010-02-04,1357600.68,0,64.12,2.719,210.4798874,8.2,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
21,2010-02-04,753664.12,0,64.12,2.719,210.4798874,8.2,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
41,2010-02-04,1168826.39,0,41.31,2.725,189.7048215,7.363,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
30,2010-02-04,457884.06,0,64.12,2.719,210.4798874,8.2,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
37,2010-02-04,540189.7,0,63.43,2.719,209.5938656,8.464,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
13,2010-02-04,2142482.14,0,42.15,2.842,126.6034839,8.107,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
3,2010-02-04,423294.4,0,65.56,2.719,214.1180803,7.343,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
24,2010-02-04,1478321.26,0,45.22,2.957,131.9019677,8.211,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
33,2010-02-04,274634.52,0,66.79,3.086,126.6034839,9.849,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
39,2010-02-04,1463942.62,0,63.31,2.719,209.5938656,8.464,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
19,2010-02-04,1642970.27,0,45.26,2.957,131.9019677,8.185,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
23,2010-02-04,1556627.62,0,40.5,2.826,131.9019677,5.435,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
40,2010-02-04,1041202.13,0,41.39,2.826,131.9019677,5.435,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
38,2010-02-04,368929.55,0,59.84,3.086,126.6034839,14.099,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
2,2010-02-04,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
15,2010-02-04,718470.71,0,45.27,2.957,131.9019677,8.185,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
9,2010-02-04,545206.32,0,65.21,2.719,214.3465181,6.384,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
22,2010-02-04,1177340.99,0,44.96,2.826,135.7464988,8.348,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
36,2010-02-04,435972.82,0,63.43,2.708,209.5938656,8.464,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
35,2010-02-04,1189556.47,0,46.9,2.85,135.7464988,9.051,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
17,2010-02-04,848521.17,0,36.94,2.842,126.6034839,6.635,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
45,2010-02-04,877235.96,0,47.74,2.85,181.8657537,8.899,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
27,2010-02-04,2053952.97,0,46.9,2.957,135.7464988,8.058,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
16,2010-02-04,490503.69,0,36.19,2.725,189.7048215,6.842,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
25,2010-02-04,822486.37,0,47.2,2.85,204.0252842,7.856,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
7,2010-02-04,561145.14,0,38.26,2.725,189.7048215,8.963,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
1,2010-02-04,1594968.28,0,62.27,2.719,210.8204499,7.808,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
26,2010-02-04,1029849.2,0,36.53,2.826,131.9019677,8.512,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
37,2010-02-07,498292.53,0,81.85,2.669,209.984205,8.36,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
7,2010-02-07,575570.77,0,61.31,2.728,189.4882603,9.017,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
24,2010-02-07,1563387.94,0,71.12,2.958,132.5218667,8.117,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
3,2010-02-07,381151.72,0,82.2,2.669,214.5463222,7.346,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
17,2010-02-07,958875.37,0,68.98,2.814,126.1392,6.697,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
39,2010-02-07,1352547.7,0,81.35,2.669,209.984205,8.36,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
42,2010-02-07,507168.8,0,92.89,2.978,126.1392,9.199,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
40,2010-02-07,1087578.78,0,65.47,2.815,132.5218667,5.326,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
35,2010-02-07,1245827.08,0,76.25,2.815,136.3722893,8.861,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
45,2010-02-07,800147.84,0,76.61,2.815,182.3187801,8.743,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
6,2010-02-07,1759777.25,0,80.34,2.669,212.746898,6.973,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
12,2010-02-07,951957.31,0,91.98,3.105,126.1392,14.18,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
26,2010-02-07,1078455.48,0,58.9,2.815,132.5218667,8.445,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
30,2010-02-07,450337.47,0,82.29,2.669,210.8803726,8.099,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
9,2010-02-07,528832.54,0,78.55,2.669,214.7765028,6.442,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
31,2010-02-07,1311704.92,0,82.29,2.669,210.8803726,8.099,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
18,2010-02-07,1257928.35,0,71.22,2.815,132.5218667,9.342,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
16,2010-02-07,610641.42,0,64.44,2.728,189.4882603,6.868,2010,2,5,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
38,2010-02-07,361181.48,0,91.98,3.105,126.1392,14.18,2010,2,5,Orange Juice,Beverages,"100% pure orange juice, no pulp"
33,2010-02-07,267495.76,0,97.66,2.978,126.1392,9.495,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
41,2010-02-07,1273279.79,0,69.39,2.728,189.4882603,7.335,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
13,2010-02-07,2018314.71,0,78.82,2.814,126.1392,7.951,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
36,2010-02-07,434252.15,0,81.85,2.606,209.984205,8.36,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
21,2010-02-07,711470.8,0,82.29,2.669,210.8803726,8.099,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
8,2010-02-07,852333.75,0,74.78,2.669,214.5928119,6.315,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
34,2010-02-07,919229.36,0,73.66,2.668,126.1392,9.816,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
25,2010-02-07,759407.87,0,66.42,2.815,204.4650559,7.527,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
2,2010-02-07,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
23,2010-02-07,1549113.18,0,64.76,2.815,132.5218667,5.326,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
28,2010-02-07,1399960.15,0,91.98,3.105,126.1392,14.18,2010,2,5,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
5,2010-02-07,305993.27,0,81.25,2.669,211.7801861,6.496,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
44,2010-02-07,300628.19,0,78.82,2.814,126.1392,7.804,2010,2,5,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
15,2010-02-07,709337.11,0,66.13,2.958,132.5218667,8.099,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
32,2010-02-07,1187988.64,0,74.74,2.728,189.4882603,9.017,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
43,2010-02-07,667353.79,0,80.17,2.669,203.1641524,9.816,2010,2,5,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
10,2010-02-07,1845893.87,0,92.89,2.978,126.1392,9.199,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
11,2010-02-07,1302600.14,0,83.09,2.669,214.5463222,7.346,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
14,2010-02-07,2334788.42,0,76.61,2.815,182.3187801,8.743,2010,2,5,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
27,2010-02-07,2024554.1,0,76.25,2.958,136.3722893,7.982,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
29,2010-02-07,581473.55,0,72.88,2.815,132.5218667,10.409,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
20,2010-02-07,2143676.77,0,70.1,2.815,204.4650559,7.527,2010,2,5,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
22,2010-02-07,1120259.71,0,72.88,2.815,136.3722893,8.433,2010,2,5,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
19,2010-02-07,1549018.68,0,66.25,2.958,132.5218667,8.099,2010,2,5,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
4,2010-02-07,1881337.21,0,73.66,2.668,126.1392,7.372,2010,2,5,Orange Juice,Beverages,"100% pure orange juice, no pulp"
1,2010-02-07,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,2,5,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
6,2010-03-09,1510925.32,0,82.15,2.577,213.0519222,6.973,2010,3,10,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
35,2010-03-09,948660.79,0,78.52,2.715,136.5891118,8.861,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
1,2010-03-09,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,3,10,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
11,2010-03-09,1303914.27,0,84.94,2.577,214.8481685,7.346,2010,3,10,Orange Juice,Beverages,"100% pure orange juice, no pulp"
19,2010-03-09,1623519.64,0,74.69,2.86,132.7248387,8.099,2010,3,10,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
8,2010-03-09,899036.47,0,76.14,2.577,214.894576,6.315,2010,3,10,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
4,2010-03-09,1935857.58,0,76.8,2.584,126.1019355,7.372,2010,3,10,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
32,2010-03-09,1095932.51,0,70.2,2.773,190.3621607,9.017,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
9,2010-03-09,511049.06,0,82.47,2.577,215.0779426,6.442,2010,3,10,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
31,2010-03-09,1302047.48,0,82.57,2.577,211.1886931,8.099,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
25,2010-03-09,685700.08,0,71.17,2.715,204.7583566,7.527,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
12,2010-03-09,1075758.55,0,83.12,3.087,126.1019355,14.18,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
42,2010-03-09,524658.06,0,83.8,3.087,126.1019355,9.199,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
16,2010-03-09,542087.89,0,58.02,2.773,190.3621607,6.868,2010,3,10,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
34,2010-03-09,964356.74,0,72.59,2.584,126.1019355,9.816,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
26,2010-03-09,1037549.71,0,66.93,2.735,132.7248387,8.445,2010,3,10,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
22,2010-03-09,1074535.88,0,75.85,2.735,136.5891118,8.433,2010,3,10,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
38,2010-03-09,377096.55,0,83.12,3.087,126.1019355,14.18,2010,3,10,Orange Juice,Beverages,"100% pure orange juice, no pulp"
43,2010-03-09,689326.91,0,80.43,2.577,203.4507258,9.816,2010,3,10,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
29,2010-03-09,579272.38,0,75.85,2.735,132.7248387,10.409,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
37,2010-03-09,510427.53,0,82.29,2.577,210.2966631,8.36,2010,3,10,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
24,2010-03-09,1366381.6,0,73.52,2.86,132.7248387,8.117,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
10,2010-03-09,1766331.45,0,83.8,3.087,126.1019355,9.199,2010,3,10,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
40,2010-03-09,976453.34,0,70.66,2.735,132.7248387,5.326,2010,3,10,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
27,2010-03-09,1908110.9,0,78.52,2.86,136.5891118,7.982,2010,3,10,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
39,2010-03-09,1345167.61,0,82.13,2.577,210.2966631,8.36,2010,3,10,Orange Juice,Beverages,"100% pure orange juice, no pulp"
15,2010-03-09,638647.21,0,73.17,2.86,132.7248387,8.099,2010,3,10,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
14,2010-03-09,2182563.66,0,78.37,2.715,182.6042922,8.743,2010,3,10,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
28,2010-03-09,1523410.71,0,83.12,3.087,126.1019355,14.18,2010,3,10,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
44,2010-03-09,295880.12,0,65.71,2.868,126.1019355,7.804,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
5,2010-03-09,323798.0,0,84.06,2.577,212.0869176,6.496,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
2,2010-03-09,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,3,10,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
41,2010-03-09,1223355.5,0,64.13,2.773,190.3621607,7.335,2010,3,10,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
17,2010-03-09,834373.73,0,57.86,2.868,126.1019355,6.697,2010,3,10,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
21,2010-03-09,727772.8,0,82.57,2.577,211.1886931,8.099,2010,3,10,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
36,2010-03-09,431294.45,0,82.29,2.533,210.2966631,8.36,2010,3,10,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
18,2010-03-09,1187359.77,0,75.42,2.735,132.7248387,9.342,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
33,2010-03-09,237405.82,0,90.82,3.087,126.1019355,9.495,2010,3,10,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
7,2010-03-09,532765.05,0,49.84,2.773,190.3621607,9.017,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
30,2010-03-09,461548.98,0,82.57,2.577,211.1886931,8.099,2010,3,10,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
23,2010-03-09,1405119.23,0,72.91,2.735,132.7248387,5.326,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
45,2010-03-09,790144.7,0,78.37,2.715,182.6042922,8.743,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
20,2010-03-09,2121561.41,0,75.5,2.715,204.7583566,7.527,2010,3,10,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
13,2010-03-09,1911852.58,0,65.71,2.868,126.1019355,7.951,2010,3,10,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
3,2010-03-09,366473.97,0,84.16,2.577,214.8481685,7.346,2010,3,10,Orange Juice,Beverages,"100% pure orange juice, no pulp"
9,2010-03-12,578164.82,0,49.89,2.708,215.1445203,6.56,2010,3,10,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
5,2010-03-12,344490.88,0,51.31,2.708,212.1613951,6.768,2010,3,10,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
40,2010-03-12,1000582.06,0,33.6,3.065,132.7566667,5.287,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
21,2010-03-12,829210.73,0,50.43,2.708,211.265543,8.163,2010,3,10,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
